name,gender,probability,count
yoshihide,male,0.99,79
yoshihiko,male,1.0,252
yoshihiro,male,1.0,693
yoshihisa,male,0.99,185
yoshihito,male,1.0,123
yoshikatsu,male,1.0,31
yoshikazu,male,1.0,279
yoshiki,male,0.98,360
yoshiko,female,0.98,463
yoshikuni,male,0.92,36
yoshimaro,male,1.0,2
yoshimasa,male,1.0,105
yoshimi,female,0.78,308
yoshimichi,male,1.0,29
yoshimitsu,male,0.97,69
yoshinari,male,0.99,73
yoshinobu,male,1.0,167
yoshinori,male,1.0,535
yoshio,male,1.0,371
yoshiro,male,1.0,111
yoshisada,male,1.0,5
yoshitaka,male,0.99,400
yoshitake,male,0.96,28
yoshitaro,male,1.0,8
yoshitatsu,male,1.0,2
yoshiteru,male,1.0,48
yoshito,male,0.99,123
yoshitsugu,male,1.0,34
yoshiya,male,1.0,57
yoshiyas,None,0.0,0
yoshiyasu,male,1.0,43
yoshiyori,male,1.0,1
yoshiyuki,male,1.0,476
yoshua,male,0.97,117
yosi,male,0.65,664
yosiaki,male,1.0,13
yosini,None,0.0,0
yosinori,male,1.0,17
yosra,female,0.98,1245
yossef,male,0.97,510
yossi,male,0.84,544
yosslen,None,0.0,0
yosub,male,1.0,13
yosuke,male,1.0,698
yosveni,None,0.0,0
yota,male,0.55,154
yotaka,female,0.83,18
yotam,male,1.0,47
yothin,male,0.95,81
yotsanan,None,0.0,0
you,male,0.78,4862
youakim,None,0.0,0
youbai,None,0.0,0
youbao,None,0.0,0
youbiao,None,0.0,0
youbin,female,0.7,23
youcef,male,0.98,8982
youcheng,male,1.0,2
youchuan,male,1.0,1
youchuang,None,0.0,0
youcong,None,0.0,0
youdan,male,1.0,1
youfa,male,0.69,16
youfang,female,1.0,1
youfeng,male,1.0,1
youfu,male,1.0,7
yougan,male,1.0,2
yougang,male,0.75,4
youguang,male,1.0,3
yougui,male,0.94,17
youguo,male,1.0,1
youhee,female,1.0,4
youhei,male,0.99,148
youhong,male,0.63,8
youhu,female,1.0,1
youhuan,None,0.0,0
youichi,male,1.0,117
youjae,female,1.0,1
youjeong,female,0.87,15
youji,male,0.98,44
youjin,female,0.91,180
youjun,male,0.64,22
youjung,female,0.9,39
youke,female,0.83,12
youki,male,0.62,153
youlan,female,0.69,13
youlanda,female,1.0,14
youli,female,0.57,69
youliang,male,0.88,8
youlin,female,0.5,12
youllee,None,0.0,0
youlong,male,1.0,6
youlun,male,1.0,1
youmi,female,0.74,98
