author_id,normalized_name,splitted_first_name,author_link,identified_gender
2120504366,manlio de domenico,manlio,https://academic.microsoft.com/author/2120504366/publication/,male
2611391658,manuel castells,manuel,https://academic.microsoft.com/author/2611391658/publication/,male
2099872102,marcus kaiser,marcus,https://academic.microsoft.com/author/2099872102/publication/,male
111975288,marian boguna,marian,https://academic.microsoft.com/author/111975288/publication/,male
1248398100,marius leordeanu,marius,https://academic.microsoft.com/author/1248398100/publication/,male
2149203006,markus weiler,markus,https://academic.microsoft.com/author/2149203006/publication/,male
2099416691,martin bell,martin,https://academic.microsoft.com/author/2099416691/publication/,male
2120550509,martin g everett,martin,https://academic.microsoft.com/author/2120550509/publication/,male
2156764872,martin gargiulo,martin,https://academic.microsoft.com/author/2156764872/publication/,male
1340226678,martin bichler,martin,https://academic.microsoft.com/author/1340226678/publication/,male
1983969181,martin haenggi,martin,https://academic.microsoft.com/author/1983969181/publication/,male
680051270,martin kilduff,martin,https://academic.microsoft.com/author/680051270/publication/,male
2140736851,martin h schultz,martin,https://academic.microsoft.com/author/2140736851/publication/,male
1999253335,martin rosvall,martin,https://academic.microsoft.com/author/1999253335/publication/,male
2563470188,martin summer,martin,https://academic.microsoft.com/author/2563470188/publication/,male
2067196623,martin ester,martin,https://academic.microsoft.com/author/2067196623/publication/,male
2084224747,marvin zelen,marvin,https://academic.microsoft.com/author/2084224747/publication/,male
1326542699,matjaz perc,matjaz,https://academic.microsoft.com/author/1326542699/publication/,male
135049861,maziar nekovee,maziar,https://academic.microsoft.com/author/135049861/publication/,male
285776135,michel forse,michel,https://academic.microsoft.com/author/285776135/publication/,male
2683407986,michel gondran,michel,https://academic.microsoft.com/author/2683407986/publication/,male
2095776195,michel minoux,michel,https://academic.microsoft.com/author/2095776195/publication/,male
2930417698,michel deza,michel,https://academic.microsoft.com/author/2930417698/publication/,male
2754191259,miguel romance,miguel,https://academic.microsoft.com/author/2754191259/publication/,male
2071162969,mikail rubinov,mikail,https://academic.microsoft.com/author/2071162969/publication/,male
2138507242,miller mcpherson,miller,https://academic.microsoft.com/author/2138507242/publication/,male
2617375404,mohsen jamali,mohsen,https://academic.microsoft.com/author/2617375404/publication/,male
2140027952,morten t hansen,morten,https://academic.microsoft.com/author/2140027952/publication/,male
2549296219,murray a beauchamp,murray,https://academic.microsoft.com/author/2549296219/publication/,male
137426811,nathan linial,nathan,https://academic.microsoft.com/author/137426811/publication/,male
1996244690,naveen garg,naveen,https://academic.microsoft.com/author/1996244690/publication/,male
100648250,norman m sadeh,norman,https://academic.microsoft.com/author/100648250/publication/,male
2648196515,norman,norman,https://academic.microsoft.com/author/2648196515/publication/,male
2056937161,noshir contractor,noshir,https://academic.microsoft.com/author/2056937161/publication/,male
2108917702,oliver mason,oliver,https://academic.microsoft.com/author/2108917702/publication/,male
2326573454,oliver grimm,oliver,https://academic.microsoft.com/author/2326573454/publication/,male
2063844727,pascal frossard,pascal,https://academic.microsoft.com/author/2063844727/publication/,male
2119647875,pascal pons,pascal,https://academic.microsoft.com/author/2119647875/publication/,male
2925271333,patric hagmann,patric,https://academic.microsoft.com/author/2925271333/publication/,male
2069656492,patric hagmann,patric,https://academic.microsoft.com/author/2069656492/publication/,male
2619839645,petter holme,petter,https://academic.microsoft.com/author/2619839645/publication/,male
2125055532,philip j barnard,philip,https://academic.microsoft.com/author/2125055532/publication/,male
2099733369,pierre hansen,pierre,https://academic.microsoft.com/author/2099733369/publication/,male
338287261,pierre vandergheynst,pierre,https://academic.microsoft.com/author/338287261/publication/,male
2040364821,rainer kummerle,rainer,https://academic.microsoft.com/author/2040364821/publication/,male
2236981363,ranjay gulati,ranjay,https://academic.microsoft.com/author/2236981363/publication/,male
2131354393,regino criado,regino,https://academic.microsoft.com/author/2131354393/publication/,male
2617115591,reuven cohen,reuven,https://academic.microsoft.com/author/2617115591/publication/,male
1973366468,reuven aviv,reuven,https://academic.microsoft.com/author/1973366468/publication/,male
2232643073,robert m may,robert,https://academic.microsoft.com/author/2232643073/publication/,male
1217235413,robert c brunham,robert,https://academic.microsoft.com/author/1217235413/publication/,male
2385629218,robert a hanneman,robert,https://academic.microsoft.com/author/2385629218/publication/,male
2080025652,robert s schick,robert,https://academic.microsoft.com/author/2080025652/publication/,male
339338457,robert c liden,robert,https://academic.microsoft.com/author/339338457/publication/,male
350567680,robert endre tarjan,robert,https://academic.microsoft.com/author/350567680/publication/,male
2574684131,robert l kahn,robert,https://academic.microsoft.com/author/2574684131/publication/,male
2693515964,robert g eccles,robert,https://academic.microsoft.com/author/2693515964/publication/,male
2111730653,robert k merton,robert,https://academic.microsoft.com/author/2111730653/publication/,male
2762317175,robert edmund wilson,robert,https://academic.microsoft.com/author/2762317175/publication/,male
2573173908,robert e collin,robert,https://academic.microsoft.com/author/2573173908/publication/,male
2124555779,roland l dunbrack,roland,https://academic.microsoft.com/author/2124555779/publication/,male
2026323400,ronald rousseau,ronald,https://academic.microsoft.com/author/2026323400/publication/,male
2171198665,ronald s burt,ronald,https://academic.microsoft.com/author/2171198665/publication/,male
2173329291,samrat bhattacharjee,samrat,https://academic.microsoft.com/author/2173329291/publication/,male
577668700,samuel d gosling,samuel,https://academic.microsoft.com/author/577668700/publication/,male
2132748766,sanjay lall,sanjay,https://academic.microsoft.com/author/2132748766/publication/,male
2213811539,satoru hayasaka,satoru,https://academic.microsoft.com/author/2213811539/publication/,male
2149175904,satoru kawai,satoru,https://academic.microsoft.com/author/2149175904/publication/,male
60142663,sergey v buldyrev,sergey,https://academic.microsoft.com/author/60142663/publication/,male
2163986955,sergio gomez,sergio,https://academic.microsoft.com/author/2163986955/publication/,male
688088336,shalev itzkovitz,shalev,https://academic.microsoft.com/author/688088336/publication/,male
630663198,shlomo havlin,shlomo,https://academic.microsoft.com/author/630663198/publication/,male
