author_id,author_name,author_url,crowdsourced_gender,notes_for_other_gender,crowdsourced_race,notes_for_other_race,comment_about_where_the_info_was_found
172069076,morten l kringelbach,https://academic.microsoft.com/author/172069076/,male,,White/European,,https://scholar.google.com/citations?user=SoeIUe4AAAAJ&hl=en&oi=ao
2049499784,olivier chapelle,https://academic.microsoft.com/author/2049499784/,male,,White/European,,https://scholar.google.com/citations?user=vYRgxJ8AAAAJ&hl=en&oi=ao
2102150147,sanford weisberg,https://academic.microsoft.com/author/2102150147/,male,,White/European,,http://users.stat.umn.edu/~sandy/
2136033276,amar bhide,https://academic.microsoft.com/author/2136033276/,male,,Indian Subcontinet,,https://fletcher.tufts.edu/people/amar-bhide
712349682,michael r willig,https://academic.microsoft.com/author/712349682/,male,,White/European,,http://hydrodictyon.eeb.uconn.edu/people/willig/
2114357324,shoude lin,https://academic.microsoft.com/author/2114357324/,male,,East Asian,,https://www.csie.ntu.edu.tw/~sdlin/
252564519,paolo boldi,https://academic.microsoft.com/author/252564519/,male,,White/European,,http://boldi.di.unimi.it
2133504918,yoshihisa shinagawa,https://academic.microsoft.com/author/2133504918/,male,Could not find,East Asian,,https://dl.acm.org/author_page.cfm?id=81100021184&coll=DL&dl=ACM&trk=0
2779206936,guy melancon,https://academic.microsoft.com/author/2779206936/,male,,White/European,,https://scholar.google.com/citations?user=OOCp390AAAAJ&hl=en&oi=ao
2014508897,max welling,https://academic.microsoft.com/author/2014508897/,male,,White/European,,https://scholar.google.com/citations?user=8200InoAAAAJ&hl=en&oi=ao
2764314109,j c kendrew,https://academic.microsoft.com/author/2764314109/,male,,White/European,,https://en.wikipedia.org/wiki/John_Kendrew
333413116,sybil derrible,https://academic.microsoft.com/author/333413116/,male,,White/European,,https://cme.uic.edu/profiles/sybil/
2154343788,kenneth lange,https://academic.microsoft.com/author/2154343788/,male,,White/European,,https://scholar.google.com/citations?user=AG6N6KMAAAAJ&hl=en&oi=ao
2070455049,linda m lesniakfoster,https://academic.microsoft.com/author/2070455049/,female,,White/European,,https://www.linkedin.com/in/linda-lesniak-89601824/
2153049503,peter v marsden,https://academic.microsoft.com/author/2153049503/,male,,White/European,,https://scholar.harvard.edu/pvmarsden/home
2622025693,r e dickerson,https://academic.microsoft.com/author/2622025693/,male,,White/European,,https://www.chemistry.ucla.edu/directory/dickerson-richard-e
2608913953,gert sabidussi,https://academic.microsoft.com/author/2608913953/,male,,White/European,,https://en.wikipedia.org/wiki/Gert_Sabidussi
2104106786,noel scott,https://academic.microsoft.com/author/2104106786/,male,,White/European,,https://scholar.google.com/citations?user=y_yfX2QAAAAJ&hl=en&oi=ao
2125800575,xing xie,https://academic.microsoft.com/author/2125800575/,male,,East Asian,,https://www.microsoft.com/en-us/research/people/xingx/
2209454431,frederic pighin,https://academic.microsoft.com/author/2209454431/,male,,Not Identified,,couldn't find any demographics
334793072,bradley l schlaggar,https://academic.microsoft.com/author/334793072/,male,,White/European,,https://scholar.google.com/citations?user=Aqf3-DsAAAAJ&hl=en&oi=sra
2028182399,raymie stata,https://academic.microsoft.com/author/2028182399/,male,,White/European,,https://www.quakefinder.com/community/advisory-council/
2806153476,monika r henzinger,https://academic.microsoft.com/author/2806153476/,female,,White/European,,https://scholar.google.com/citations?user=NXbggxYAAAAJ&hl=en&oi=sra
2638376506,v c shore,https://academic.microsoft.com/author/2638376506/,female,,White/European,,https://www.amercrystalassn.org/h-early-canadian-crystallographers
2138629569,michael r boyd,https://academic.microsoft.com/author/2138629569/,male,,White/European,,https://www.southalabama.edu/departments/publicrelations/pressreleases/archives/2007pr/091707a.html
1546911709,kim henrick,https://academic.microsoft.com/author/1546911709/,male,,White/European,,https://cdn.rcsb.org/rcsb-pdb/general_information/news_publications/newsletters/2004q2/community.html
2775877564,jake m hofman,https://academic.microsoft.com/author/2775877564/,male,,White/European,,https://www.microsoft.com/en-us/research/people/jmh/
2304124699,james n baron,https://academic.microsoft.com/author/2304124699/,male,,White/European,,https://som.yale.edu/faculty/james-n-baron
2131539564,yizhou sun,https://academic.microsoft.com/author/2131539564/,female,,East Asian,,"http://eliassi.org/yizhou-sun-nets16.html , http://web.cs.ucla.edu/~yzsun/"
2001779394,milton abramowitz,https://academic.microsoft.com/author/2001779394/,male,,White/European,,"https://www.semanticscholar.org/paper/A-Special-Functions-Handbook-for-the-Digital-Age-Boisvert-Clarck/e5808aaf55ef6cc69d8bd49d81df8ed1161c4eeb , http://people.math.sfu.ca/~cbm/aands/intro.htm"
1699693458,gagan s wig,https://academic.microsoft.com/author/1699693458/,male,,Indian Subcontinet,,https://bbs.utdallas.edu/faculty/detail.php5?i=1131 / Almost guaranteed by his first name that he's of Indian descent but can't find data to confirm it
2178698385,christian robelin,https://academic.microsoft.com/author/2178698385/,male,,White/European,,https://www.polymtl.ca/expertises/en/robelin-christian
2581421153,c thibault,https://academic.microsoft.com/author/2581421153/,female,,White/European,,"https://www.sciencedirect.com/science/article/abs/pii/S0375947403018098#! , http://www.hep.lu.se/norwip2006/speakers/catherine-thibault.htm"
12020231,sergei a decterov,https://academic.microsoft.com/author/12020231/,male,,White/European,,https://www.polymtl.ca/expertises/en/decterov-sergei
2080227857,mehran mesbahi,https://academic.microsoft.com/author/2080227857/,male,,Middle Eastern,,"http://rain.aa.washington.edu/Group_Members/Mehran_Mesbahi/Portfolio, https://en.wikipedia.org/wiki/Mehran_Mesbahi, can't confirm that he's Iranian from any other source than his Wikipedia page"
2116657824,xifeng yan,https://academic.microsoft.com/author/2116657824/,male,,East Asian,,https://www.cs.ucsb.edu/people/faculty/yan
2528544729,bernhard schlkopf,https://academic.microsoft.com/author/2528544729/,male,,White/European,,https://www.koerber-stiftung.de/en/koerber-european-science-prize
129592405,danny bickson,https://academic.microsoft.com/author/129592405/,male,,White/European,,http://www.cs.cmu.edu/~bickson/
2133105299,s petersen,https://academic.microsoft.com/author/2133105299/,male,,White/European,,"https://www.mendeley.com/authors/57195769584/ , https://gtt-technologies.de/company/staff/"
2803114062,m maccormick,https://academic.microsoft.com/author/2803114062/,female,,White/European,,"https://www.mendeley.com/authors/35227686100/ , https://en.wiktionary.org/wiki/Marion"
2248868528,robert h shoemaker,https://academic.microsoft.com/author/2248868528/,male,,White/European,,https://prevention.cancer.gov/about-dcp/staff-search/robert-shoemaker-phd
2166218209,george j schwartz,https://academic.microsoft.com/author/2166218209/,male,,White/European,,https://www.urmc.rochester.edu/people/23096110-george-j-schwartz
2008141390,alessandro pluchino,https://academic.microsoft.com/author/2008141390/,male,,White/European,,https://www.dfa.unict.it/faculty/alessandro.pluchino
2919212476,bobby o hardin,https://academic.microsoft.com/author/2919212476/,male,,White/European,,https://www.engr.uky.edu/alumni-philanthropy/alumni/programs/hall-distinction/bobby-o-hardin
2161813142,shawna grosskopf,https://academic.microsoft.com/author/2161813142/,female,,White/European,,https://liberalarts.oregonstate.edu/spp/econ/shawna-grosskopf
2303056826,anne monks,https://academic.microsoft.com/author/2303056826/,female,,Not Identified,no photo so couldn't figure out race,https://dtp.cancer.gov/organization/mpb/bios/monks_anne.htm
2202896758,christof koch,https://academic.microsoft.com/author/2202896758/,male,,White/European,,https://alleninstitute.org/what-we-do/brain-science/about/team/staff-profiles/christof-koch/
2083426550,fabien jourdan,https://academic.microsoft.com/author/2083426550/,male,,White/European,,https://eutranslationalmedicine.org/fabien-jourdan
2192079854,jacqueline plowman,https://academic.microsoft.com/author/2192079854/,female,"no biographical information available, however given the first name likely this is someone who is female",Not Identified,no photo so couldn't figure out race,
237969062,roberto tamassia,https://academic.microsoft.com/author/237969062/,male,,White/European,,"https://cs.brown.edu/people/faculty/rtamassi/ , https://vivo.brown.edu/display/rtamassi"
2107865364,domenico parisi,https://academic.microsoft.com/author/2107865364/,male,,White/European,,https://inequality.stanford.edu/about/people/domenico-parisi
1964600927,henrich r greve,https://academic.microsoft.com/author/1964600927/,male,,White/European,,https://www.insead.edu/faculty-research/faculty/henrich-greve
1949934518,jaana kekalainen,https://academic.microsoft.com/author/1949934518/,female,,White/European,,https://people.uta.fi/~jaana.kekalainen/JK.html
2228089885,davide m proserpio,https://academic.microsoft.com/author/2228089885/,male,,White/European,,http://english.sctms.ru/team/davide-m-proserpio/
